수집시각,순위,제목,저자,출판사,링크,이미지URL,이전순위,순위변동
2026-09-07 12:01,87,뚝딱 바로 써먹는 AI 3대장 챗GPT · 제미나이 · 클로드,코리아교육그룹 연구소,안경다리BOOKS,https://www.yes24.com/product/goods/192148896,https://image.yes24.com/goods/192148896/XL,,NEW
2026-09-07 12:01,88,2027 해커스공무원 3분의 1로 줄여 쓴 김대현 행정법총론 기본서,김대현,해커스공무원,https://www.yes24.com/product/goods/191693177,https://image.yes24.com/goods/191693177/XL,,NEW
2026-09-07 12:01,89,시간의 감촉,은희경,문학동네,https://www.yes24.com/product/goods/191550933,https://image.yes24.com/goods/191550933/XL,80,↓9
2026-09-07 12:01,90,윗집 부부,황보름,클레이하우스,https://www.yes24.com/product/goods/191535504,https://image.yes24.com/goods/191535504/XL,,NEW
2026-09-07 12:01,91,긍정심리학,권석만,학지사,https://www.yes24.com/product/goods/191194435,https://image.yes24.com/goods/191194435/XL,,NEW
2026-09-07 12:01,92,부의 갈림길,오건영,포레스트북스,https://www.yes24.com/product/goods/190811719,https://image.yes24.com/goods/190811719/XL,,NEW
2026-09-07 12:01,93,2027 공단기 심슨 보카,심우철,공단기(에스티유니타스),https://www.yes24.com/product/goods/189856942,https://image.yes24.com/goods/189856942/XL,,NEW
2026-09-07 12:01,94,2026 TEPS 서울대 텝스관리위원회 공식 기출문제집 5회분,서울대학교 TEPS관리위원회,시원스쿨닷컴,https://www.yes24.com/product/goods/189365176,https://image.yes24.com/goods/189365176/XL,,NEW
2026-09-07 12:01,95,바로바로 제미나이 X 구글 AI,공냥이,골든래빗,https://www.yes24.com/product/goods/189114942,https://image.yes24.com/goods/189114942/XL,,NEW
2026-09-07 12:01,96,혼잣말까지 다정한 사람,황예현,포레스트웨일,https://www.yes24.com/product/goods/180389516,https://image.yes24.com/goods/180389516/XL,,NEW
2026-09-07 12:01,97,법령과 판례를 통해 읽는 교양 헌법,홍완식,피앤씨미디어,https://www.yes24.com/product/goods/180170833,https://image.yes24.com/goods/180170833/XL,,NEW
2026-09-07 12:01,98,세종의 나라 1,김진명,이타북스,https://www.yes24.com/product/goods/178054374,https://image.yes24.com/goods/178054374/XL,,NEW
2026-09-07 12:01,99,나의 완벽한 장례식,조현선,북로망스,https://www.yes24.com/product/goods/173082175,https://image.yes24.com/goods/173082175/XL,,NEW
2026-09-07 12:01,100,빅터 프랭클의 죽음의 수용소에서,빅터 프랭클,청아출판사,https://www.yes24.com/product/goods/170736476,https://image.yes24.com/goods/170736476/XL,24,↓76
